date of death,article id,type of article,headline,,,,
1/9/2006,4fd262fe8eb7c8105d815290,Obituary; Biography,"Theodore H. Bullock, 90; Studied How Animals Function",,,,
1/9/2006,4fd24e788eb7c8105d7f04ca,Obituary; Biography,"William Guthman, 81, Antiques Dealer and Appraiser on TV",,,,
1/9/2006,4fd24e788eb7c8105d7f04c9,Obituary; Biography,"William Haxby, 56, Dies; Mapped Ocean Floors",,,,
1/9/2006,4fd2873e8eb7c8105d858e94,Obituary; Biography,"The Rev. Jon de Cortina, 71; Saved Salvadoran Children",,,,
1/9/2006,4fd2670c8eb7c8105d81bd83,Obituary; Biography,"David Rosenbaum, 63, Reporter For The Times in Washington",,,,
1/10/2006,4fd251e08eb7c8105d7f6bd1,Obituary; Biography,"Ramona, a Zapatista Guerrrilla Leader",,,,
1/10/2006,4fd24fd38eb7c8105d7f2a8e,Obituary; Biography,"Allaire du Pont, 92, Owner of Racehorses",,,,
1/10/2006,4fd24fd38eb7c8105d7f2a8f,Obituary; Biography,"Heinrich Harrer, 93, Explorer of Tibet, Dies",,,,
1/10/2006,4fd24e788eb7c8105d7f04f5,Obituary; Biography,"Armand P. Bartos, 95, Architect and Donor",,,,
1/10/2006,4fd287918eb7c8105d8590da,Obituary; Biography,"Sanora Babb, 98, Writer of Novel Of the Depression",,,,
1/11/2006,4fd24e788eb7c8105d7f050d,Obituary; Biography,"Ofelia Fox, 82; Ran Havana's Tropicana",,,,
1/11/2006,4fd262fe8eb7c8105d8152d3,Obituary; Biography,"Jack Snow, 62, Top Receiver And Broadcaster for the Rams",,,,
1/11/2006,4fd262fe8eb7c8105d8152d4,Obituary; Biography,"G. Blakemore Evans, 93, Shakespeare Scholar, Dies",,,,
1/11/2006,4fd269338eb7c8105d81fa88,Obituary; Biography,"David S. Kruidenier, 84, Publisher and Philanthropist",,,,
1/12/2006,4fd287918eb7c8105d8590e5,Obituary; Biography,"Birgit Nilsson, Soprano Legend Who Tamed Wagner, Dies at 87",,,,
1/12/2006,4fd2873f8eb7c8105d858ebd,Obituary; Biography,"Sidney Frank, 86, Dies; Took a German Drink and a Vodka Brand to Stylish Heights",,,,
1/12/2006,4fd262fe8eb7c8105d815300,Obituary; Biography,"Dr. Ira B. Black, 64, Leader In New Jersey Stem Cell Effort",,,,
1/13/2006,4fd269338eb7c8105d81fac4,Obituary; Biography,"Hubert Schoemaker, 55, a Biotech Pioneer",,,,
1/13/2006,4fd269338eb7c8105d81fac5,Obituary; Biography,"Marshall A. Robinson, 83, Former Foundation Chief",,,,
1/13/2006,4fd24fd48eb7c8105d7f2ad9,Obituary; Biography,"Irving Layton, 93, Canadian Poet With a Worldwide Following",,,,
1/13/2006,4fd24e798eb7c8105d7f054d,Obituary; Biography,"Mimmo Rotella, Collagist, Dies at 87",,,,
1/14/2006,4fd24e798eb7c8105d7f057e,Obituary; Biography,"Frank Okamura, Bonsai Expert, Is Dead at 94",,,,
1/14/2006,4fd262fe8eb7c8105d815345,Obituary; Biography,"Eldon Dedini, 84, Magazine Gag Cartoonist",,,,
1/14/2006,4fd251e18eb7c8105d7f6c24,Obituary; Biography,"Elliot Forbes, 88, a Scholar Whose Specialty Was Beethoven",,,,
1/15/2006,4fd24fd48eb7c8105d7f2b1b,Obituary; Biography,"Bradford Cannon, 98, Surgeon Who Improved Burn Treatment",,,,
1/15/2006,4fd2670d8eb7c8105d81be53,Obituary; Biography,"Milton Himmelfarb, Wry Essayist, 87, Dies",,,,
1/15/2006,4fd251e18eb7c8105d7f6c4c,Obituary; Biography,"Jaber al-Ahmad al-Sabah, 79, Led Kuwait in Riches and Ruin",,,,
1/15/2006,4fd2670d8eb7c8105d81be46,Obituary; Biography,"William Byrne Jr., 75, Judge in Ellsberg Case",,,,
1/15/2006,4fd287928eb7c8105d8590f8,Obituary; Biography,"Shelley Winters, Tough-Talking Oscar Winner, Dies",,,,
1/16/2006,4fd269348eb7c8105d81fb2b,Obituary; Biography,"Eric Namesnik, 35, Winner Of 2 Silver Medals in Olympics",,,,
1/16/2006,4fd2873f8eb7c8105d858f13,Obituary; Biography,"Bob Weinstock, 77, Founder of the Jazz Label Prestige",,,,
1/16/2006,4fd24e798eb7c8105d7f05f9,Obituary; Biography,"Sheik Jaber al-Ahmad al-Sabah, the Leader of Kuwait for 28 Years, Is Dead at 79",,,,
1/16/2006,4fd2670d8eb7c8105d81be68,Obituary; Biography,"Leon Lobel, 77, a Part Owner Of a Storied Family Butcher Shop",,,,
1/16/2006,4fd2670d8eb7c8105d81be67,Obituary; Biography,"Donald Rauth, 87, Aerospace Industry Executive",,,,
1/17/2006,4fd24e798eb7c8105d7f0616,Obituary; Biography,"Philip Ressner, 83, Children's Author And Book Editor",,,,
1/17/2006,4fd24e798eb7c8105d7f0615,Obituary; Biography,"Richard Johnson, 75, Houston Publisher",,,,
1/17/2006,4fd2670d8eb7c8105d81be7e,Obituary; Biography,"Anne Meacham, 80, Actress On New York Stages and TV",,,,
1/17/2006,4fd269348eb7c8105d81fb3e,Obituary; Biography,"Joan Root, Wildlife Conservationist, Dies at 69",,,,
1/17/2006,4fd24fd48eb7c8105d7f2b49,Obituary; Biography,"Patricia Hitt, 87, Longtime Nixon Supporter",,,,
1/17/2006,4fd2670d8eb7c8105d81be82,Obituary; Biography,"Joseph Waksberg -- Survey Researcher, 90",,,,
1/18/2006,4fd24e7a8eb7c8105d7f063b,Obituary; Biography,"Edward Hall, Developer of Missile Programs, Dies at 91",,,,
1/18/2006,4fd24e7a8eb7c8105d7f0637,Obituary; Biography,"Henry George Fischer, 82, Egyptologist at Met Museum",,,,
1/18/2006,4fd262ff8eb7c8105d8153f2,Obituary; Biography,"Edwin S. Cohen, 91; Helped Formulate Nixon Tax Programs",,,,
1/19/2006,4fd269348eb7c8105d81fb65,Obituary; Biography,"Fred K. Hoehler Jr., 87, a Labor College Founder",,,,
1/19/2006,4fd269348eb7c8105d81fb67,Obituary; Biography,"Thomas Murphy, 90, Leader of G.M. In 1970's Prosperity",,,,
1/19/2006,4fd2ab768eb7c8105d897e33,Obituary; Biography,"Jim Gary, Sculptor Inspired by Junk, Dies at 66",,,,
1/20/2006,4fd262ff8eb7c8105d81544b,Obituary; Biography,"Gideon Rodan, 71, Scientist Who Researched Bone Loss",,,,
1/20/2006,4fd2670d8eb7c8105d81bed5,Obituary; Biography,"Anton Rupert, 89, Industrialist And Philanthropist in Africa",,,,
1/20/2006,4fd2ab768eb7c8105d897e45,Obituary; Biography,"Wilson Pickett, 64, Soul Singer of Great Passion, Dies",,,,
1/21/2006,4fd262ff8eb7c8105d815464,Obituary; Biography,"Stanley H. Biber, 82, Surgeon Among First to Do Sex Changes",,,,
1/21/2006,4fd251e18eb7c8105d7f6cb8,Obituary; Biography,"Tom Nugent, 92, I-Formation Creator",,,,
1/21/2006,4fd24e7a8eb7c8105d7f06b8,Obituary; Biography,"Anthony Franciosa, TV and Film Actor, Dies at 77",,,,
1/21/2006,4fd287928eb7c8105d859118,Obituary; Biography,"Don Stewart, 70, Soap Opera Actor",,,,
1/22/2006,4fd24e7a8eb7c8105d7f0708,Obituary; Biography,Erica Reiner Is Dead at 81; Renowned Assyrian Scholar,,,,
1/22/2006,4fd24fd58eb7c8105d7f2be3,Obituary; Biography,"Richard Bellucci, 91, Surgeon and Inventor",,,,
1/22/2006,4fd2ab768eb7c8105d897e61,Obituary; Biography,"Stephen Papich, 80, Producer and Author",,,,
1/23/2006,4fd2aa088eb7c8105d895fa5,Obituary; Biography,"Ibrahim Rugova, 61, Kosovo Albanian Leader, Is Dead",,,,
1/24/2006,4fd24e7b8eb7c8105d7f0756,Obituary; Biography,Joan Maynard Dies at 77; Preserved a Black Settlement,,,,
1/24/2006,4fd2aa088eb7c8105d895fb8,Obituary; Biography,"William Rubin, 78, Curator Who Transformed MoMA's Collection and Identity, Dies",,,,
1/24/2006,52b8a88738f0d86bcb2a675b,Obituary; Biography,"Janette Carter, 82, Carter Family Musician",,,,
1/25/2006,4fd287408eb7c8105d858f9e,Obituary; Biography,"Andrea Morrison Bronfman, 60; Active in Jewish Causes",,,,
1/25/2006,52b8a88838f0d86bcb2a675c,Obituary; Biography,"Rose Bouziane Nader, 99, Activists' Mother",,,,
1/26/2006,4fd251e28eb7c8105d7f6d25,Obituary; Biography,"Chris Penn, 40, Actor in Films",,,,
1/26/2006,4fd24e7b8eb7c8105d7f07a4,Obituary; Biography,"Fayard Nicholas, Groundbreaking Hoofer, Dies at 91",,,,
1/26/2006,4fd2aa098eb7c8105d895ff9,Obituary; Biography,"David Weber, 92, Clarinetist Known for Beauty of Tone",,,,
1/27/2006,4fd287928eb7c8105d859135,Obituary; Biography,"Allan Temko -- Architecture Critic, 81",,,,
1/27/2006,4fd263008eb7c8105d81556f,Obituary; Biography,"Richard W. Couper, 83, Dies; First Full-Time Library Chief",,,,
1/27/2006,4fd251e28eb7c8105d7f6d37,Obituary; Biography,"William B. Graham, Ex-Baxter Chief, 94",,,,
1/28/2006,4fd2ab778eb7c8105d897ea1,Obituary; Biography,"Morris Silverman, 93; Established Richest U.S. Medical Prize",,,,
1/28/2006,4fd251e28eb7c8105d7f6d4f,Obituary; Biography,"Nellie Y. McKay, Who Championed Black Writers, Dies",,,,
1/28/2006,4fd24fd58eb7c8105d7f2c90,Obituary; Biography,"Dunbar W. Bostwick, 98, Harness Racing Innovator",,,,
1/28/2006,4fd24e7b8eb7c8105d7f07f0,Obituary; Biography,"Johannes Rau, Ex-President And Voice of Germany, 75",,,,
1/28/2006,4fd263008eb7c8105d81558e,Obituary; Biography,"Gene McFadden -- R&B Singer and Songwriter, 56",,,,
1/29/2006,4fd287418eb7c8105d858fe9,Obituary; Biography,"Bill Rice, 74, Downtown Artist, Actor and Impresario, Dies",,,,
1/29/2006,4fd2aa098eb7c8105d896066,Obituary; Biography,"James Bastien, 71, Is Dead; Wrote Piano Study Books",,,,
1/29/2006,4fd2670f8eb7c8105d81bff6,Obituary; Biography,"Maclovia Ruiz, 95, Ballet Star of the 30's",,,,
1/29/2006,4fd2670f8eb7c8105d81bff8,Obituary; Biography,"Arthur T. von Mehren, 83, Scholar of International Law",,,,
1/30/2006,4fd2aa098eb7c8105d89607f,Obituary; Biography,"Arthur Bloom, First Director Of '60 Minutes,' Dies at 63",,,,
1/30/2006,4fd2670f8eb7c8105d81c011,Obituary; Biography,"Neyda Martinez -- Teacher and Guidance Counselor, 54",,,,
1/30/2006,4fd263018eb7c8105d8155f9,Obituary; Biography,"Beth Fallon, 64, Columnist Who Needled the Powerful",,,,
1/31/2006,4fd24e7c8eb7c8105d7f0883,Obituary; Biography,"Nam June Paik, 73, Dies; Pioneer of Video Art Whose Work Broke Cultural Barriers",,,,
1/31/2006,4fd287928eb7c8105d85914c,Obituary; Biography,"Christopher Lloyd, 84, a Gardener of Wit, Unafraid to Break the Rules",,,,
2/1/2006,4fd287928eb7c8105d859155,Obituary; Biography,"Stew Albert, 66, Dies; Used Laughter to Protest a War",,,,
2/1/2006,4fd287928eb7c8105d859154,Obituary; Biography,"Endesha Ida Mae Holland, 61, 'Mississippi Delta' Writer",,,,
2/1/2006,4fd251e28eb7c8105d7f6dc9,Obituary; Biography,"Coretta Scott King, a Civil Rights Icon, Dies at 78",,,,
2/2/2006,4fd2ab778eb7c8105d897efd,Obituary; Biography,"Christopher J. Makins, 63, Expert on Foreign Relations",,,,
2/2/2006,4fd269368eb7c8105d81fd32,Obituary; Biography,"Moira Shearer, Ballerina in 'The Red Shoes,' Dies at 80",,,,
2/3/2006,4fd24fd68eb7c8105d7f2d6b,Obituary; Biography,"Denis McInerney, 80, Antitrust Lawyer",,,,
2/3/2006,4fd267108eb7c8105d81c0cb,Obituary; Biography,"Jill Chaifetz, Advocate for Students' Rights, Dies at 41",,,,
2/3/2006,4fd267108eb7c8105d81c0c7,Obituary; Biography,"Rebecca Wright, 58, Dancer Who Starred With the Joffrey",,,,
2/3/2006,4fd267108eb7c8105d81c0c8,Obituary; Biography,"Sam Goddard, 86, an Arizona Governor",,,,
2/4/2006,4fd287418eb7c8105d85901e,Obituary; Biography,"Henry S. Coleman, 79, Dies; Hostage at Columbia in '68",,,,
2/4/2006,4fd267108eb7c8105d81c0f0,Obituary; Biography,"Romano Mussolini, 79, a Son Of the Dictator, and a Musician",,,,
2/4/2006,4fd287938eb7c8105d85919c,Obituary; Biography,Skitch Henderson Service,,,,
2/4/2006,4fd2ab778eb7c8105d897f33,Obituary; Biography,"Boris Kostelanetz, 94, Tax Defense Lawyer for the Notable",,,,
2/4/2006,4fd267108eb7c8105d81c0ed,Obituary; Biography,"Tana Hoban, 88, an Author Whose Specialty Was Pictures",,,,
2/5/2006,4fd263028eb7c8105d8156a9,Obituary; Biography,"Herbert Schilder, 77, Surgeon Who Refined the Root Canal",,,,
2/5/2006,4fd267108eb7c8105d81c163,Obituary; Biography,"John L. Behler, Protector Of Reptiles, Is Dead at 62",,,,
2/5/2006,4fd251e38eb7c8105d7f6e48,Obituary; Biography,"Al Lewis, 95, Is Dead; Played Grandpa on 'The Munsters'",,,,
2/6/2006,4fd2ab788eb7c8105d897f8c,Obituary; Biography,"Ronald Hector, Face of the Carlyle Hotel, Is Dead at 66",,,,
2/6/2006,4fd2ab788eb7c8105d897f8d,Obituary; Biography,"Betty Friedan, Who Ignited a Movement With 'The Feminine Mystique,' Dies at 85",,,,
2/6/2006,4fd267108eb7c8105d81c1a3,Obituary; Biography,"Myron Waldman, 97, Who Drew Cartoon Stars",,,,
2/6/2006,4fd251e38eb7c8105d7f6e5c,Obituary; Biography,"Basil Worgul, 58, Biologist; Studied Causes of Cataracts",,,,
2/6/2006,4fd267108eb7c8105d81c191,Obituary; Biography,"John S. Bainbridge, 90, Legal Educator for African Leaders",,,,
2/7/2006,4fd267108eb7c8105d81c1c4,Obituary; Biography,"Martin Feinstein, 84, Dies; Led the National Opera",,,,
2/7/2006,4fd269378eb7c8105d81fe17,Obituary; Biography,"Reuven Frank, Producer Who Pioneered TV News Coverage at NBC, Is Dead at 85",,,,
2/7/2006,4fd287938eb7c8105d859213,Obituary; Biography,"Jo Foxworth, 87; Created D'Agostino Jingle",,,,
2/7/2006,4fd287938eb7c8105d859212,Obituary; Biography,"Dick Bass, 68, Rams Running Back",,,,
2/7/2006,4fd251e38eb7c8105d7f6e86,Obituary; Biography,"John Vaught, 96, Longtime Mississippi Football Coach",,,,
2/7/2006,4fd24fd78eb7c8105d7f2e44,Obituary; Biography,Celebrating Skitch Henderson,,,,
2/8/2006,4fd2ab788eb7c8105d897fca,Obituary; Biography,"Rev. William A. Jones, Civil Rights Activist, Dies at 71",,,,
2/8/2006,4fd251e48eb7c8105d7f6eae,Obituary; Biography,"Peter Ladefoged, 80, Expert In Pops and Trills of Speech",,,,
2/8/2006,4fd263028eb7c8105d8156ed,Obituary; Biography,"Lou Jones, 74, Sprinting Star",,,,
2/9/2006,4fd24fd78eb7c8105d7f2e81,Obituary; Biography,"Frank Goodman, 89, Handler Of Press and Broadway Stars",,,,
2/9/2006,52b8a8a438f0d86bcb2a676c,Obituary; Biography,Alan Shalleck Dies at 76; A Writer and TV Director,,,,
2/10/2006,4fd24fd78eb7c8105d7f2ea9,Obituary; Biography,"Nadira, Who Played the Vamp in Bollywood",,,,
2/10/2006,4fd269388eb7c8105d81fe73,Obituary; Biography,"Herta Glaz, 95, Mezzo at the Met",,,,
2/10/2006,4fd263028eb7c8105d815731,Obituary; Biography,Akira Ifukube Is Dead at 91; Composed Score for 'Godzilla',,,,
2/11/2006,4fd263028eb7c8105d815757,Obituary; Biography,"Edward G. Jefferson, 84, Chief at DuPont",,,,
2/11/2006,4fd267118eb7c8105d81c2b7,Obituary; Biography,"Gen. S.W. Koster, 86, Dies; Was Demoted After My Lai",,,,
2/11/2006,4fd263028eb7c8105d815753,Obituary; Biography,"Sir Freddie Laker, 83, Pioneer In Low-Fare Airline Travel",,,,
2/11/2006,4fd2ab788eb7c8105d898022,Obituary; Biography,"Norman E. Shumway, 83, Dies; Made the Heart Transplant a Standard Operation",,,,
2/11/2006,4fd267118eb7c8105d81c2b5,Obituary; Biography,"Franklin Cover, 77, Actor on 'Jeffersons'",,,,
2/12/2006,4fd287948eb7c8105d859295,Obituary; Biography,"Sir Nicholas Shackleton, Geologist, Is Dead at 68",,,,
2/12/2006,4fd263028eb7c8105d815784,Obituary; Biography,"Msgr. John T. Fagan, 79, Leader Of Major Social Service Agency",,,,
2/12/2006,4fd267128eb7c8105d81c324,Obituary; Biography,"Charles Henry, 78, Housing Police Chief",,,,
2/13/2006,4fd263038eb7c8105d8157af,Obituary; Biography,"Peter Benchley, Author of 'Jaws' and Other Best-Selling Thrillers, Dies at 65",,,,
2/13/2006,4fd269398eb7c8105d81ff0f,Obituary; Biography,"Dave Tatsuno, 92, Whose Home Movies Captured History",,,,
2/14/2006,4fd2ab798eb7c8105d898084,Obituary; Biography,"James Yancey, 32, Producer Known for Soulful Hip-Hop",,,,
2/14/2006,4fd263038eb7c8105d8157bf,Obituary; Biography,"Larry Black, 54, Olympic Sprinter",,,,
2/14/2006,4fd267128eb7c8105d81c39e,Obituary; Biography,"Edna Lewis, 89, Dies; Wrote Cookbooks That Revived Refined Southern Cuisine",,,,
2/15/2006,4fd287958eb7c8105d8592d0,Obituary; Biography,"Jockey Shabalala, Ladysmith Singer, 62",,,,
2/15/2006,4fd24fd88eb7c8105d7f2f8b,Obituary; Biography,"Robert B. Hotz, 91, a Critic Of NASA's Disaster Response",,,,
2/15/2006,4fd24fd88eb7c8105d7f2f8d,Obituary; Biography,"Michael Gilbert, 93, Dies; Wrote Law Into His Mysteries",,,,
2/15/2006,4fd24fd88eb7c8105d7f2f8e,Obituary; Biography,"Shoshana Damari, 83, Noted Israeli Singer",,,,
2/16/2006,4fd267138eb7c8105d81c3e6,Obituary; Biography,"Rabbi Yehuda Chitrik, 106, a Legend in Lubavitcher Circles",,,,
2/16/2006,4fd251e58eb7c8105d7f6f88,Obituary; Biography,"Robert W. Peterson, Negro Leagues Historian, Dies at 80",,,,
2/16/2006,4fd263038eb7c8105d8157fb,Obituary; Biography,"Peggy Appiah, 84, Author Who Bridged Two Cultures",,,,
2/16/2006,4fd269398eb7c8105d81ff6b,Obituary; Biography,"Norton Kiritz, 70, Teacher Of the Art of Seeking Grants",,,,
2/17/2006,4fd251e58eb7c8105d7f6faa,Obituary; Biography,"Pedro Gonzalez Gonzalez, 80, Film and TV Character Actor",,,,
2/17/2006,4fd267138eb7c8105d81c42c,Obituary; Biography,"Ernie Stautner, 80, Starred As Undersized N.F.L. Tackle",,,,
2/17/2006,4fd24fd98eb7c8105d7f2fd3,Obituary; Biography,"Alan M. Levin, 79, Documentarian Of Social and Political Issues for TV",,,,
2/17/2006,4fd2ab798eb7c8105d8980ec,Obituary; Biography,"Robert Rich, 92, Maker of Nondairy Whipped Topping",,,,
2/18/2006,4fd263038eb7c8105d815834,Obituary; Biography,"Roy Chapman, 79, Breeder of Smarty Jones",,,,
2/18/2006,4fd24fd98eb7c8105d7f2ffc,Obituary; Biography,"Ray Barretto, a Master of the Conga Drum, Dies at 76",,,,
2/18/2006,4fd2ab798eb7c8105d898106,Obituary; Biography,"Robert Lewis, 81, the Owner of Silver Charm and Charismatic",,,,
2/18/2006,4fd2ab798eb7c8105d898107,Obituary; Biography,"Barry Martin, 44, Dancer and Choreographer",,,,
2/19/2006,4fd2ab7a8eb7c8105d89815b,Obituary; Biography,"George T. Davis, 98, Dies; Celebrated Criminal Lawyer",,,,
2/19/2006,4fd2693a8eb7c8105d81fffd,Obituary; Biography,"Helmut Schulz, 93, Scientist In Physics, Rockets and Refuse",,,,
2/20/2006,4fd2693a8eb7c8105d82001d,Obituary; Biography,"Dai Ailian, 89, Vital Figure In Building Ballet in China",,,,
2/20/2006,4fd263038eb7c8105d81587c,Obituary; Biography,"Joel Dorius, 87, Victim in Celebrated Anti-Gay Case, Dies",,,,
2/20/2006,4fd267138eb7c8105d81c4fb,Obituary; Biography,"Richard Bright, 68, an Actor In the 'Godfather' Movie Series",,,,
2/20/2006,4fd2ab7a8eb7c8105d898162,Obituary; Biography,"Raymond J. Mauer, 89, Writer of Film Script",,,,
2/20/2006,4fd251e58eb7c8105d7f6fff,Obituary; Biography,"Don Paarlberg, 94, Agricultural Economics Adviser to 3 Presidents",,,,
2/21/2006,4fd267148eb7c8105d81c530,Obituary; Biography,"William Cowsill, 58, Leader Of Family Pop-Rock Band",,,,
2/21/2006,4fd287968eb7c8105d85937d,Obituary; Biography,"Curt Gowdy, a Seminal Announcer of Big Games on Television, Is Dead at 86",,,,
2/22/2006,4fd2ab7a8eb7c8105d89819f,Obituary; Biography,"Jill Fraser, 59, Who Directed Small but Noted British Theater",,,,
2/22/2006,4fd2ab7a8eb7c8105d89819e,Obituary; Biography,"Theodore Draper, Freelance Historian, Is Dead at 93",,,,
2/22/2006,4fd2ab7a8eb7c8105d89819c,Obituary; Biography,"Archbishop Marcinkus, 84, Banker at the Vatican, Dies",,,,
2/22/2006,4fd287968eb7c8105d859386,Obituary; Biography,"Eli J. Segal, 63, Clinton Aide Who Led Major Initiatives",,,,
2/23/2006,4fd24fd98eb7c8105d7f30dc,Obituary; Biography,"Thomas Taylor, 63, Manager Of Money for the Bass Brothers",,,,
2/23/2006,4fd267148eb7c8105d81c59a,Obituary; Biography,"Peter Hamilton -- Dancer, 90",,,,
2/23/2006,4fd267148eb7c8105d81c599,Obituary; Biography,"Abraham Cardozo, Sephardic Cantor, Dies at 91",,,,
2/23/2006,4fd2693a8eb7c8105d82008a,Obituary; Biography,"Ken Keuffel, 82, a Champion Of the Single-Wing Offense",,,,
2/23/2006,4fd2693a8eb7c8105d820088,Obituary; Biography,"Bruce Hart, 68, Lyricist for 'Sesame Street'",,,,
2/23/2006,4fd2693a8eb7c8105d82008c,Obituary; Biography,"James E. Hinton, 69, Chronicler In Pictures of 1960's Turbulence",,,,
2/24/2006,4fd2ab7a8eb7c8105d8981de,Obituary; Biography,"Paul Avrich, 74, a Historian of Anarchism",,,,
2/24/2006,4fd267158eb7c8105d81c5e4,Obituary; Biography,"Angelica Rozeanu, 84, Table Tennis Star",,,,
2/24/2006,4fd267158eb7c8105d81c5e1,Obituary; Biography,"Robert E. Fischer, 88, Attica Investigator, Dies",,,,
2/24/2006,4fd263048eb7c8105d8158df,Obituary; Biography,"Anthony Burger, 44, Gospel Music Pianist",,,,
2/25/2006,4fd267158eb7c8105d81c617,Obituary; Biography,"Benno Besson, 83, Director Of Plays and Brecht Disciple",,,,
2/25/2006,4fd2693b8eb7c8105d8200e3,Obituary; Biography,"Said Mohamed Djohar, 87, Comoros Leader",,,,
2/25/2006,4fd2693b8eb7c8105d8200e8,Obituary; Biography,"Harold Hunter, 31, Skateboarder With Celebrity Appeal",,,,
2/25/2006,4fd24fda8eb7c8105d7f3134,Obituary; Biography,"Henry Michael, 92, Archaeology Groundbreaker",,,,
2/26/2006,4fd2ab7a8eb7c8105d89823e,Obituary; Biography,"Actor Don Knotts, 81, Dies; Won Fame as Barney Fife",,,,
2/26/2006,4fd251e68eb7c8105d7f70a6,Obituary; Biography,"Emilie Muse, 98, Daredevil Who Dared Not Discuss Past",,,,
2/27/2006,4fd24fdb8eb7c8105d7f31b6,Obituary; Biography,"Kenneth McCabe, 59, a Dogged Investigator of the Mob",,,,
2/27/2006,4fd267178eb7c8105d81c6cc,Obituary; Biography,"Don Knotts, Actor Known As Shaky Deputy, Dies at 81",,,,
2/27/2006,4fd287978eb7c8105d859414,Obituary; Biography,"Sidney Feller, 89, Arranger For Ray Charles for 30 Years",,,,
2/27/2006,4fd263048eb7c8105d815958,Obituary; Biography,"Darren McGavin, 83, Versatile Veteran Actor",,,,
2/27/2006,4fd2693b8eb7c8105d82015b,Obituary; Biography,"Denne Petitclerc, 76, Hemingway Friend",,,,
2/28/2006,4fd24fdb8eb7c8105d7f31da,Obituary; Biography,"Robert Scott, War-Hero Author, Dies at 97",,,,
2/28/2006,4fd24fdb8eb7c8105d7f31eb,Obituary; Biography,"Otis Chandler, Publisher Who Transformed Los Angeles Times, Dies at 78",,,,
